,p,q,P,Q,AIC,BIC,AICc
336,1,3,1,5,-6.14309648786061,-5.99007344609826,-5.5370358818
337,1,3,2,0,-6.09736542965932,-5.98806325697193,-5.86848259587185
338,1,3,2,1,-6.15670499879096,-6.03647260883482,-5.85069406982921
339,1,3,2,2,-6.15425249978006,-6.02308989255519,-5.75973195183486
340,1,3,2,3,-6.14979029306706,-6.00769746857344,-5.65528479856156
341,1,3,2,4,-6.1406713264227,-5.98764828466035,-5.5346107203621
342,1,3,2,5,-6.13744676821041,-5.97349350917932,-5.40816500025461
343,1,3,3,0,-6.09927429781951,-5.97904190786337,-5.79326336885776
344,1,3,3,1,-6.15155103832859,-6.02038843110372,-5.75703049038339
345,1,3,3,2,-6.1488472189463,-6.00675439445269,-5.6543417244408
346,1,3,3,3,-6.14712147777872,-5.99409843601637,-5.54106087171811
347,1,3,3,4,-6.14455243258534,-5.98059917355424,-5.41527066462953
348,1,3,3,5,-6.13768022118172,-5.96279674488189,-5.27341429320388
349,1,3,4,0,-6.11900430793023,-5.98784170070536,-5.72448375998503
350,1,3,4,1,-6.14300796473646,-6.00091514024285,-5.64850247023097
351,1,3,4,2,-6.1410750809576,-5.98805203919525,-5.535014474897
352,1,3,4,3,-6.14205495434704,-5.97810169531595,-5.41277318639124
353,1,3,4,4,-6.14202018457562,-5.96713670827579,-5.27775425659778
354,1,3,4,5,-6.13688717200764,-5.95107347843907,-5.12577606089653
355,1,3,5,0,-6.10260815450212,-5.9605153300085,-5.60810265999662
356,1,3,5,1,-6.13292747330677,-5.97990443154442,-5.52686686724616
357,1,3,5,2,-6.13235564658422,-5.96840238755313,-5.40307387862842
358,1,3,5,3,-6.13085927502093,-5.9559757987211,-5.2665933470431
359,1,3,5,4,-6.12773555614419,-5.94192186257562,-5.11662444503308
360,1,3,5,5,-6.13123744263571,-5.9344935317984,-4.96132100809532
361,1,4,0,0,-6.13123744263571,-5.9344935317984,-4.96132100809532
362,1,4,0,1,-6.13123744263571,-5.9344935317984,-4.96132100809532
363,1,4,0,2,-6.0401363807108,-5.91990399075466,-5.73412545174905
364,1,4,0,3,-6.03434793194495,-5.90318532472008,-5.63982738399974
365,1,4,0,4,-6.02845323571533,-5.88636041122172,-5.53394774120984
366,1,4,0,5,-6.0232772956157,-5.87025425385335,-5.4172166895551
367,1,4,1,0,-6.0232772956157,-5.87025425385335,-5.4172166895551
368,1,4,1,1,-6.14839663161959,-6.02816424166345,-5.84238570265784
369,1,4,1,2,-6.14620674017519,-6.01504413295031,-5.75168619222998
370,1,4,1,3,-6.14280940577169,-6.00071658127808,-5.64830391126619
371,1,4,1,4,-6.13736610420078,-5.98434306243842,-5.53130549814017
372,1,4,1,5,-6.13794085619619,-5.9739875971651,-5.40865908824039
373,1,4,2,0,-6.09725745959643,-5.97702506964029,-5.79124653063468
374,1,4,2,1,-6.14274156945745,-6.01157896223258,-5.74822102151225
